question_number,course_id,option_letter,option_text,is_correct
712,206,A,Suspend contracts with third-party providers that handle sensitive data.,False
712,206,B,Prioritize contract amendments for third-party providers.,True
712,206,C,Review privacy requirements when contracts come up for renewal.,False
712,206,D,Require third-party providers to sign nondisclosure agreements (NDAs).,False
713,206,A,Identify existing mitigating controls.,True
713,206,B,Disclose the findings to senior management.,False
713,206,C,Assist in drafting corrective actions.,False
713,206,D,Attempt to exploit the weakness.,False
714,206,A,Find an alternative provider in the bank's home country.,False
714,206,B,Ensure the provider's internal control system meets bank requirements.,False
714,206,C,"Proceed as intended, as the provider has to observe all laws of the clients’ countries.",True
714,206,D,Ensure the provider has disaster recovery capability.,False
715,206,A,Onsite disk-based backup systems,False
715,206,B,Tape-based backup systems,False
715,206,C,Virtual tape library,True
715,206,D,Redundant array of independent disks (RAID),False
716,206,A,The business case reflects stakeholder requirements.,True
716,206,B,The business case is based on a proven methodology.,False
716,206,C,The business case passed a quality review by an independent party.,False
716,206,D,The business case identifies specific plans for cost allocation.,False
717,206,A,Systems design and architecture,False
717,206,B,Software selection and acquisition,False
717,206,C,User acceptance testing (UAT),False
717,206,D,Requirements definition,True
718,206,A,Compliance testing,False
718,206,B,Stop-or-go sampling,False
718,206,C,Substantive testing,True
718,206,D,Variable sampling,False
719,206,A,Lack of ongoing maintenance costs,True
719,206,B,Lack of training materials,False
719,206,C,Lack of plan for pilot implementation,False
719,206,D,Lack of detailed work breakdown structure,False
720,206,A,an IT strategy committee has not been created,False
720,206,B,the plan does not support relevant organizational goals.,True
720,206,C,there are no key performance indicators (KPls).,False
720,206,D,the plan was not formally approved by the board of directors,False
721,206,A,The data center is patrolled by a security guard.,False
721,206,B,Access to the data center is monitored by video cameras.,False
721,206,C,ID badges must be displayed before access is granted,False
721,206,D,Access to the data center is controlled by a mantrap.,True
722,206,A,Documentation of exit routines,False
722,206,B,System initialization logs,False
722,206,C,Change control log,True
722,206,D,Security system parameters,False
723,206,A,Establish the timing of testing.,False
723,206,B,Identify milestones.,False
723,206,C,Determine the test reporting,False
723,206,D,Establish the rules of engagement.,True
724,206,A,Software developers may adopt inappropriate technology.,False
724,206,B,"Project managers may accept technology risks exceeding the organization's risk
appetite.",False
724,206,C,Key decision-making entities for technology risk have not been identified,True
724,206,D,There is no clear approval entity for organizational security standards.,False
725,206,A,Review data classification levels based on industry best practice,False
725,206,B,Verify that current DLP software is installed on all computer systems.,False
725,206,C,Conduct interviews to identify possible data protection vulnerabilities.,False
725,206,D,Verify that confidential files cannot be transmitted to a personal USB device.,True
726,206,A,Preventive,True
726,206,B,Deterrent,False
726,206,C,Corrective,False
726,206,D,Detective,False
727,206,A,adequate measurement of key risk indicators (KRIS),False
727,206,B,Inadequate alignment of IT plans and business objectives,True
727,206,C,Inadequate business impact analysis (BIA) results and predictions,False
727,206,D,Inadequate measurement of key performance indicators (KPls),False
728,206,A,Multiple connects to the database are used and slow the process_,False
728,206,B,User accounts may remain active after a termination.,False
728,206,C,Users may be able to circumvent application controls.,True
728,206,D,Application may not capture a complete audit trail.,False
729,206,A,Reviewing and assisting with IT strategy integration efforts,True
729,206,B,Developing and assessing the IT security strategy,False
729,206,C,Implementing processes to integrate security with business objectives,False
729,206,D,Developing and implementing the secure system development framework,False
730,206,A,Periodic reporting of cybersecurity incidents to key stakeholders,False
730,206,B,Periodic update of incident response process documentation,False
730,206,C,Periodic cybersecurity training for staff involved in incident response,False
730,206,D,Periodic tabletop exercises involving key stakeholders,True
731,206,A,Assigning the audit to independent external auditors,False
731,206,B,Reviewing previous findings reported by the application owner,False
731,206,C,Identifying common coding errors made by the development team,False
731,206,D,Involving the application owner early in the audit planning process,True
732,206,A,Visitors are required to be escorted by authorized personnel.,True
732,206,B,Visitors are required to use biometric authentication.,False
732,206,C,Visitors are monitored online by security cameras,False
732,206,D,Visitors are required to enter through dead-man doors.,False
733,206,A,The scanning will be performed during non-peak hours.,False
733,206,B,The scanning will be followed by penetration testing.,True
733,206,C,The scanning will be cost-effective.,False
733,206,D,The scanning will not degrade system performance.,False
734,206,A,Management's commitment to information security,True
734,206,B,User accountability for information security,False
734,206,C,Alignment of information security with IT objectives,False
734,206,D,Integration of business and information security,False
735,206,A,Require that a change request be completed and approved,False
735,206,B,Give the programmer an emergency ID for temporary access and review the activity,True
735,206,C,Give the programmer read-only access to investigate the problem,False
735,206,D,Review activity logs the following day and investigate any suspicious activity,False
736,206,A,Attempt to submit new account applications with invalid dates of birth.,False
736,206,B,Review the business requirements document for date of birth field requirements.,False
736,206,C,Review new account applications submitted in the past month for invalid dates of birth.,True
736,206,D,Evaluate configuration settings for the date of birth field requirements,False
737,206,A,Comparison of object and executable code,False
737,206,B,Review of audit trail of compile dates,False
737,206,C,Comparison of date stamping of source and object code,True
737,206,D,Review of developer comments in executable code,False
738,206,A,Cameras are not monitored 24/7.,False
738,206,B,There are no notices indicating recording IS in progress.,True
738,206,C,The retention period for video recordings is undefined,False
738,206,D,There are no backups of the videos.,False
739,206,A,Analyzing the root cause of the outage to ensure the incident will not reoccur,False
739,206,B,Restoring the system to operational state as quickly as possible,True
739,206,C,Ensuring all resolution steps are fully documented prior to returning thesystem to service,False
739,206,D,Rolling back the unsuccessful change to the previous state,False
740,206,A,To improve traceability,True
740,206,B,To prevent piggybacking,False
740,206,C,To implement multi-factor authentication,False
740,206,D,To reduce maintenance costs,False
741,206,A,Demilitarized zone (DMZ),False
741,206,B,Heuristic intrusion detection system (IDS),True
741,206,C,Real-time updating of antivirus software,False
741,206,D,Signature-based intrusion detection system (IDS),False
742,206,A,greater consistency across the organization.,True
742,206,B,a synthesis of existing operational policies.,False
742,206,C,a more comprehensive risk assessment plan.,False
742,206,D,greater adherence to best practices.,False
743,206,A,Overwriting multiple times,True
743,206,B,Encrypting the disk,False
743,206,C,Reformatting,False
743,206,D,Deleting files sequentially,False
744,206,A,review data against data classification standards.,False
744,206,B,outsource data cleansing to skilled service providers.,False
744,206,C,consolidate data stored across separate databases into a warehouse.,False
744,206,D,analyze the data against predefined specifications.,True
745,206,A,when drafting the report.,False
745,206,B,during fieldwork.,True
745,206,C,at the end of fieldwork.,False
745,206,D,within the audit report,False
746,206,A,The added functionality has not been documented.,False
746,206,B,The new functionality may not meet requirements.,True
746,206,C,The project may fail to meet the established deadline.,False
746,206,D,The project may go over budget.,False
747,206,A,Validate the audit observations_,True
747,206,B,Identify business risks associated with the observations.,False
747,206,C,Assist the management with control enhancements.,False
747,206,D,Record the proposed course of corrective action.,False
748,206,A,"Administrator passwords do not meet organizational security and complexity
requirements.",False
748,206,B,The number of support staff responsible for job scheduling has been reduced.,False
748,206,C,The scheduling tool was not classified as business-critical by the IT department.,False
748,206,D,Maintenance patches and the latest enhancement upgrades are missing.,True
749,206,A,Encrypt the disk drive.,True
749,206,B,Require two-factor authentication,False
749,206,C,Enhance physical security,False
749,206,D,Require the use of cable locks,False
750,206,A,Configuration management database (CMDB),False
750,206,B,Enterprise architecture (EA),True
750,206,C,IT portfolio management,False
750,206,D,IT service management,False
751,206,A,Bank confirmation,False
751,206,B,Goods delivery notification,False
751,206,C,Purchase requisition,False
751,206,D,Purchase order,True
752,206,A,Document the findings in the audit report.,False
752,206,B,Identify who approved the policies.,False
752,206,C,Escalate the situation to the lead auditor.,False
752,206,D,Communicate the observation to the auditee.,True
753,206,A,"Determine whether the business impact analysis (BIA) is current with the organization's
structure and context.",True
753,206,B,Determine the types of technologies used at the plant and how they may affect the BCP.,False
753,206,C,Perform testing to determine the impact to the recovery time objective (R TO).,False
753,206,D,Assess the risk to operations from the closing of the plant.,False
754,206,A,"It increases an organization's ability to retain staff who prefer to work with new
technology.",False
754,206,B,It improves vendor support and training.,False
754,206,C,It enhances security and confidentiality.,False
754,206,D,It enables an organization to gain familiarity with new products and their functionality.,True
755,206,A,Encrypting and destroying keys,False
755,206,B,Machine shredding,True
755,206,C,Software formatting,False
755,206,D,Wiping and rewriting three times,False
756,206,A,Model-based design notations,False
756,206,B,Balanced scorecard,False
756,206,C,Capability maturity models,True
756,206,D,Project management methodologies,False
757,206,A,Interview the application developer.,False
757,206,B,Obtain management attestation and sign-off.,False
757,206,C,Review the application implementation documents.,True
757,206,D,Review system configuration parameters and output.,False
758,206,A,There is no change management process defined in the contract.,False
758,206,B,There are no procedures for incident escalation.,False
758,206,C,There is no dispute resolution process defined in the contract.,False
758,206,D,There is no right-to-audit clause defined in the contract.,True
759,206,A,Data may be inaccurate.,True
759,206,B,Reports may not work efficiently.,False
759,206,C,Reports may not be timely.,False
759,206,D,Historical data may not be available.,False
760,206,A,Detective control,False
760,206,B,Preventive control,True
760,206,C,Directive control,False
760,206,D,Corrective control,False
761,206,A,Hardware configurations,False
761,206,B,Access control requirements,True
761,206,C,Help desk availability,False
761,206,D,Perimeter network security diagram,False
762,206,A,Revisit the IT strategic plan.,False
762,206,B,Implement project portfolio management.,True
762,206,C,Implement an integrated resource management system.,False
762,206,D,Implement a comprehensive project scorecard.,False
763,206,A,It is under control of the receiver.,False
763,206,B,It is capable of authorization.,False
763,206,C,It dynamically validates modifications of data.,False
763,206,D,It is unique to the sender using it.,True
764,206,A,Performance feedback from the user community,False
764,206,B,Contract with the server vendor,False
764,206,C,Server CPU usage trends,True
764,206,D,Mean time between failure (MTBF) of each server,False
765,206,A,Compliance costs are reduced.,False
765,206,B,Risks are detected earlier.,True
765,206,C,Business owners can focus more on their core roles.,False
765,206,D,Line management is more motivated to avoid control exceptions.,False
766,206,A,Continuous network monitoring,True
766,206,B,Periodic network vulnerability assessments,False
766,206,C,Review of electronic access logs,False
766,206,D,Physical security reviews,False
767,206,A,System administrators should ensure consistency of assigned rights.,False
767,206,B,IT security should regularly revoke excessive system rights.,False
767,206,C,Human resources (HR) should delete access rights of terminated employees.,False
767,206,D,Line management should regularly review and request modification of access rights,True
768,206,A,Requiring all users to encrypt documents before sending,False
768,206,B,Installing firewalls on the corporate network,False
768,206,C,Reporting all outgoing emails that are marked as confidential,False
768,206,D,Monitoring all emails based on pre-defined criteria,True
769,206,A,The message is encrypted using a symmetric algorithm.,False
769,206,B,The message is sent using Transport Layer Security (TLS) protocol.,False
769,206,C,The message is sent along with an encrypted hash of the message.,True
769,206,D,The message is encrypted using the private key of the sender.,False
770,206,A,Overviews of interviews between data center personnel and the auditor,False
770,206,B,Prior audit reports involving other corporate disaster recovery audits,False
770,206,C,Summary memos reflecting audit opinions regarding noted weaknesses,False
770,206,D,Detailed evidence of the successes and weaknesses of all contingency testing,True
771,206,A,Review the list of end users and evaluate for authorization.,False
771,206,B,Report this control process weakness to senior management.,True
771,206,C,Verify managements approval for this exemption,False
771,206,D,Obtain a verbal confirmation from IT for this exemption.,False
772,206,A,Undocumented code formats data and transmits directly to the database.,True
772,206,B,"There is not a complete inventory of spreadsheets, and file naming is inconsistent.",False
772,206,C,The department data protection policy has not been reviewed or updated for two years.,False
772,206,D,Spreadsheets are accessible by all members of the finance department.,False
773,206,A,posting to the wrong record.,False
773,206,B,incomplete processing.,True
773,206,C,improper backup.,False
773,206,D,improper authorization.,False
774,206,A,a comparison of future needs against current capabilities.,False
774,206,B,a risk-based ranking of projects.,False
774,206,C,enterprise architecture (EA) impacts.,True
774,206,D,IT budgets linked to the organization's budget.,False
775,206,A,reduce the impact of an adverse event on information assets.,True
775,206,B,increase the effectiveness of preventive controls.,False
775,206,C,reduce the maximum tolerable downtime (MTD) of impacted systems.,False
775,206,D,increase awareness of impacts from adverse events to IT systems.,False
776,206,A,Perform periodic reconciliations.,True
776,206,B,Ensure system owner sign-off for the system fix.,False
776,206,C,Conduct functional testing.,False
776,206,D,Improve user acceptance testing (UAT).,False
777,206,A,validate the incident.,True
777,206,B,notify the head of the IT department.,False
777,206,C,isolate systems impacted by the incident.,False
777,206,D,initiate root cause analysis.,False
778,206,A,Audit trails,True
778,206,B,Control totals,False
778,206,C,Reconciliations,False
778,206,D,Change logs,False
779,206,A,eliminated,False
779,206,B,unchanged,True
779,206,C,increased,False
779,206,D,reduced,False
780,206,A,Differential backup,False
780,206,B,Full backup,False
780,206,C,Incremental backup,False
780,206,D,Mirror backup,True
781,206,A,Benchmark organizational performance against industry peers,False
781,206,B,Implement key performance indicators (KPIs).,False
781,206,C,Require executive management to draft IT strategy,True
781,206,D,Implement annual third-party audits.,False
782,206,A,Deluge system,False
782,206,B,Wet pipe system,False
782,206,C,Preaction system,False
782,206,D,CO2 system,True
783,206,A,Implementation plan for restricting the collection of personal information,False
783,206,B,Privacy legislation in other countries that may contain similar requirements,False
783,206,C,Operational plan for achieving compliance with the legislation,False
783,206,D,Analysis of systems that contain privacy components,True
784,206,A,Progress updates indicate that the implementation of agreed actions is on track.,False
784,206,B,"Sufficient time has elapsed since implementation to provide evidence of control
operation.",True
784,206,C,"Business management has completed the implementation of agreed actions on
schedule.",False
784,206,D,Regulators have announced a timeline for an inspection visit.,False
785,206,A,Vulnerability to threats,False
785,206,B,Existing controls,False
785,206,C,Information assets,True
785,206,D,Legal requirements,False
786,206,A,Penetration testing,False
786,206,B,Application security testing,False
786,206,C,Forensic audit,True
786,206,D,Server security audit,False
787,206,A,"Enforce approval prior to deployment by a member of the team who has not taken part
in the development.",True
787,206,B,"The DevOps team provides an annual policy acknowledgment that they did not develop
and deploy the same code.",False
787,206,C,"Annual training reinforces the need to maintain segregation between developers and
deployers of code",False
787,206,D,"The IT compliance manager performs weekly reviews to ensure the same person did not
develop and deploy code.",False
788,206,A,Enabling remote data destruction capabilities,False
788,206,B,Implementing mobile device management (MDM),True
788,206,C,Disabling unnecessary network connectivity options,False
788,206,D,Requiring security awareness training for mobile users,False
789,206,A,"Perform a skills assessment to identify members from other business units with

knowledge of Al.",False
789,206,B,Remove the Al portion from the audit scope and proceed with the audit.,False
789,206,C,Delay the audit until the team receives training on Al.,False
789,206,D,Engage external consultants who have audit experience and knowledge of Al.,True
790,206,A,structured query language (SQL) injection,True
790,206,B,buffer overflow.,False
790,206,C,denial of service (DoS).,False
790,206,D,phishing.,False
791,206,A,Lack of data retention policy,False
791,206,B,Multi-tenancy within the same database,True
791,206,C,Lack of role-based access,False
791,206,D,Expiration of security certificate,False
792,206,A,The project manager will have to be replaced.,False
792,206,B,The project reporting to the board of directors will be incomplete.,False
792,206,C,The project steering committee cannot provide effective governance.,True
792,206,D,The project will not withstand a quality assurance (QA) review.,False
793,206,A,Target architecture is defined at a technical level.,False
793,206,B,The previous year's IT strategic goals were not achieved.,False
793,206,C,Strategic IT goals are derived solely from the latest market trends.,True
793,206,D,Financial estimates of new initiatives are disclosed within the document.,False
794,206,A,Risk policies,True
794,206,B,Risk assessments,False
794,206,C,Prior audit reports,False
794,206,D,Management assertion,False
795,206,A,define service level requirements.,False
795,206,B,perform a vulnerability assessment.,False
795,206,C,conduct a cost-benefit analysis.,True
795,206,D,issue a request for proposal (RFP).,False
796,206,A,risk manager.,False
796,206,B,database administrator (DBA).,False
796,206,C,privacy manager.,False
796,206,D,business owner.,True
797,206,A,Recipient's public key,True
797,206,B,Sender's private key,False
797,206,C,Sender's public key,False
797,206,D,Recipient's private key,False
798,206,A,Requiring users to save files in secured folders instead of a company-wide shared drive,False
798,206,B,Reviewing data transfer logs to determine historical patterns of data flow,False
798,206,C,Developing a DLP policy and requiring signed acknowledgment by users,False
798,206,D,Identifying where existing data resides and establishing a data classification matrix,True
799,206,A,Critical business applications,False
799,206,B,Business processes,True
799,206,C,Existing IT controls,False
799,206,D,Recent audit results,False
800,206,A,To determine data retention policy,False
800,206,B,To implement data protection requirements,True
800,206,C,To comply with the organization's data policies,False
800,206,D,To follow industry best practices,False
801,206,A,A robust tabletop exercise plan,False
801,206,B,A comprehensive asset inventory,True
801,206,C,A tested incident response plan,False
801,206,D,An approved patching policy,False
802,206,A,test environment with production workloads.,True
802,206,B,test environment with test data.,False
802,206,C,production environment with production workloads.,False
802,206,D,production environment with test data.,False
803,206,A,Perform correlation analysis between incidents and investments.,False
803,206,B,Downgrade security controls on low-risk systems.,False
803,206,C,Introduce automated security monitoring tools.,False
803,206,D,Re-evaluate the organization's risk and control framework.,True
804,206,A,Implement security awareness training.,False
804,206,B,Install vendor patches,True
804,206,C,Review hardware vendor contracts.,False
804,206,D,Review security log incidents.,False
805,206,A,Confidentiality and data protection clauses,False
805,206,B,Service level agreement (SLA),False
805,206,C,Software escrow agreement,True
805,206,D,Right-to-audit clause,False
806,206,A,Performing a cyber resilience test,False
806,206,B,Performing a full interruption test,True
806,206,C,Performing a tabletop test,False
806,206,D,Performing a parallel test,False
807,206,A,Map data classification controls to data sets.,False
807,206,B,"Control access to extract, transform, and load (ETL) tools.",False
807,206,C,Conduct a data discovery exercise across all business applications.,False
807,206,D,Implement classification labels in metadata during data creation.,True
808,206,A,Results of third-party social engineering tests,False
808,206,B,Employee satisfaction with training,False
808,206,C,Increased number of employees completing training,False
808,206,D,Reduced unintentional violations,True
809,206,A,recommend a control to automatically update access rights.,False
809,206,B,determine the reason why access rights have not been revoked.,True
809,206,C,direct management to revoke current access rights.,False
809,206,D,determine if access rights are in violation of software licenses.,False
810,206,A,Adding the developers to the change approval board,False
810,206,B,A small number of people have access to deploy code,False
810,206,C,Post-implementation change review,True
810,206,D,Creation of staging environments,False
811,206,A,perform a post-implementation review-,False
811,206,B,analyze load testing results.,False
811,206,C,perform a secure code review.,False
811,206,D,review acceptance testing results.,True
812,206,A,"Transfer the assignment to a different audit manager despite lack of IT project
management experience.",False
812,206,B,Outsource the audit to independent and qualified resources.,True
812,206,C,Manage the audit since there is no one else with the appropriate experience.,False
812,206,D,"Have a senior IS auditor manage the project with the IS audit manager performing final
review.",False
813,206,A,The recovery plan does not contain the process and application dependencies.,True
813,206,B,The duration of tabletop exercises is longer than the recovery point objective (RPO).,False
813,206,C,The duration of tabletop exercises is longer than the recovery time objective (RTO).,False
813,206,D,"The recovery point objective (RPO) and recovery time objective (R TO) are not the
same.",False
814,206,A,"Any information assets transmitted over a public network must be approved by
executive management.",False
814,206,B,All information assets must be encrypted when stored on the organization's systems.,True
814,206,C,Information assets should only be accessed by persons with a justified need.,False
814,206,D,"All information assets will be assigned a clearly defined level to facilitate proper
employee handling.",False
815,206,A,require design reviews at appropriate points in the life cycle.,False
815,206,B,have an IS auditor participate on the steering committee.,False
815,206,C,have an IS auditor participate on the quality assurance (QA) team.,False
815,206,D,conduct compliance audits at major system milestones.,True
816,206,A,integrated test facility (ITF).,False
816,206,B,parallel simulation.,False
816,206,C,transaction tagging.,True
816,206,D,embedded audit modules.,False
817,206,A,Training personnel are information security professionals.,False
817,206,B,Outcome metrics for the program are established.,True
817,206,C,Security threat scenarios are included in the program content.,False
817,206,D,Phishing exercises are conducted post-training,False
818,206,A,After a full processing cycle,True
818,206,B,Immediately after deployment,False
818,206,C,After the warranty period,False
818,206,D,Prior to the annual performance review,False
819,206,A,It demonstrates the maturity of the incident response program.,False
819,206,B,It reduces the likelihood of an incident occurring.,False
819,206,C,It identifies deficiencies in the operating environment.,False
819,206,D,It increases confidence in the team's response readiness.,True
820,206,A,Variable sampling,False
820,206,B,Judgmental sampling,False
820,206,C,Stop-or-go sampling,False
820,206,D,Discovery sampling,True
821,206,A,A lessons-learned session was never conducted.,False
821,206,B,The projects 10% budget overrun was not reported to senior management.,False
821,206,C,Measurable benefits were not defined.,True
821,206,D,Monthly dashboards did not always contain deliverables.,False
822,206,A,Creating a chain of custody to accompany the drive in transit,False
822,206,B,Ensuring data protection is aligned with the data classification policy,False
822,206,C,Encrypting the drive with strong protection standards,True
822,206,D,Ensuring the drive is placed in a tamper-evident mechanism,False
823,206,A,User access rights have not been periodically reviewed by the client.,False
823,206,B,Payroll processing costs have not been included in the IT budget.,False
823,206,C,The third-party contract has not been reviewed by the legal department.,True
823,206,D,The third-party contract does not comply with the vendor management policy.,False
824,206,A,To establish a recovery point objective (RPO) for disaster recovery procedures,False
824,206,B,To limit the liability associated with storing and protecting information,True
824,206,C,To document business objectives for processing data within the organization,False
824,206,D,To assign responsibility and ownership for data protection outside IT,False
825,206,A,privacy,True
825,206,B,Maintainability,False
825,206,C,Scalability,False
825,206,D,Nonrepudiation,False
826,206,A,Inherent,False
826,206,B,Residual,False
826,206,C,Control,False
826,206,D,Detection,True
827,206,A,Embed details within source code.,False
827,206,B,Standardize file naming conventions.,False
827,206,C,Utilize automated version control.,True
827,206,D,Document details on a change register.,False
828,206,A,business unit initiatives.,False
828,206,B,balanced scorecards.,False
828,206,C,policies and standards.,False
828,206,D,organizational strategies.,True
829,206,A,Keeping log entries for all visitors to the building,False
829,206,B,Implementing a fingerprint-based access control system for the building,True
829,206,C,Installing closed-circuit television (CCTV) cameras for all ingress and egress points,False
829,206,D,"Implementing a centralized logging server to record instances of staff logging into
workstations",False
830,206,A,The contingency facility has the same badge access controls as the primary site.,False
830,206,B,"Both the contingency facility and the primary site have the same number of business
assets in their inventory.",False
830,206,C,The contingency facility is located a sufficient distance away from the primary site.,True
830,206,D,Both the contingency facility and the primary site are easily identifiable.,False
831,206,A,Introduce escalation protocols.,True
831,206,B,Develop a competency matrix.,False
831,206,C,Implement fallback options.,False
831,206,D,Enable an emergency access ID.,False
832,206,A,The organization's software inventory is not complete.,True
832,206,B,Applications frequently need to be rebooted for patches to take effect.,False
832,206,C,Software vendors are bundling patches.,False
832,206,D,Testing patches takes significant time.,False
833,206,A,Outsource low-risk audits to external audit service providers.,False
833,206,B,Conduct limited-scope audits of low-risk business entities.,False
833,206,C,Validate the low-risk entity ratings and apply professional judgment.,True
833,206,D,Challenge the risk rating and include the low-risk entities in the plan.,False
834,206,A,Lack of data for measuring compliance,False
834,206,B,Violation of industry standards,False
834,206,C,Noncompliance with documentation requirements,False
834,206,D,Lack of user accountability,True
835,206,A,Encrypt the extensible markup language (XML) file.,False
835,206,B,Implement Transport Layer Security (TLS).,True
835,206,C,Implement Simple Object Access Protocol (SOAP).,False
835,206,D,Mask the API endpoints.,False
836,206,A,Examine the workflow to identify gaps in asset-handling responsibilities.,True
836,206,B,Escalate the finding to the asset owner for remediation.,False
836,206,C,Recommend the drives be sent to the vendor for destruction.,False
836,206,D,Evaluate the corporate asset-handling policy for potential gaps.,False
837,206,A,Recovery point objective (RPO),False
837,206,B,Maximum allowable downtime (MAD),True
837,206,C,Mean time to restore (MTTR),False
837,206,D,Key performance indicators (KPls),False
838,206,A,Minutes from regular change management meetings with the vendor,False
838,206,B,Written assurances from the vendor's CEO and CIO,False
838,206,C,The results of a third-party review provided by the vendor,True
838,206,D,A copy of change management policies provided by the vendor,False
839,206,A,Strictly managed software requirements baselines,False
839,206,B,Extensive project documentation,False
839,206,C,Automated software programming routines,False
839,206,D,Rapidly created working prototypes,True
840,206,A,Regular updates of policies for the operation of the virtualized environment,False
840,206,B,Hardening for the hypervisor and guest machines,True
840,206,C,Redundancy of hardware resources and network components,False
840,206,D,Monitoring utilization of resources at the guest operating system level,False
841,206,A,Creating test data to facilitate the user acceptance testing (IJAT) process,False
841,206,B,Managing employee onboarding processes and background checks,False
841,206,C,Advising the steering committee on quality management issues and remediation efforts,False
841,206,D,Implementing procedures to facilitate adoption of quality management best practices,True
842,206,A,The total number of users requesting help desk services,False
842,206,B,The average call waiting time on each request,False
842,206,C,The percent of issues resolved by the first contact,True
842,206,D,The average turnaround time spent on each reported issue,False
843,206,A,Review exception reports,True
843,206,B,Review IT staffing schedules.,False
843,206,C,Analyze help desk ticket logs,False
843,206,D,Conduct IT management interviews,False
844,206,A,Version control issues,False
844,206,B,Reduced system performance,False
844,206,C,Inability to recover from cybersecurity attacks,True
844,206,D,Increase in IT investment cost,False
845,206,A,User accountability for information security,False
845,206,B,Management's commitment to information security,True
845,206,C,Integration of business and information security,False
845,206,D,Alignment of information security with IT objectives,False
846,206,A,Conduct a data inventory and classification exercise.,True
846,206,B,Identify approved data workflows across the enterprise_,False
846,206,C,Conduct a threat analysis against sensitive data usage.,False
846,206,D,Create the DLP policies and templates,False
847,206,A,The organization may be locked into an unfavorable contract with the vendor.,False
847,206,B,The vendor may be unable to restore critical data.,True
847,206,C,"The vendor may be unable to restore data by recovery time objective (RTO)
requirements.",False
847,206,D,The organization may not be allowed to inspect the vendor's data center.,False
848,206,A,Continuous auditing,True
848,206,B,Manual checks,False
848,206,C,Exception reporting,False
848,206,D,Automated reconciliations,False
849,206,A,Database clustering,False
849,206,B,Data caching,True
849,206,C,Reindexing of the database table,False
849,206,D,Load balancing,False
850,206,A,Version control software,False
850,206,B,Audit hooks,False
850,206,C,Utility software,False
850,206,D,Audit analytics tool,True
851,206,A,Team member assignments must be based on individual competencies,True
851,206,B,Technical co-sourcing must be used to help the new staff,False
851,206,C,"The standard is met as long as one member has a globally recognized audit
certification.",False
851,206,D,The standard is met as long as a supervisor reviews the new auditors' work,False
852,206,A,It helps to identify areas with a relatively high probability of material problems.,True
852,206,B,It provides a basis for the formulation of corrective action plans.,False
852,206,C,It increases awareness of the types of management actions that may be inappropriate,False
852,206,D,It helps to identify areas that are most sensitive to fraudulent or inaccurate practices,False
853,206,A,Patches are implemented in a test environment prior to rollout into production.,True
853,206,B,Network vulnerability scans are conducted after patches are implemented.,False
853,206,C,Vulnerability assessments are periodically conducted according to defined schedules.,False
853,206,D,Roles and responsibilities for implementing patches are defined,False
854,206,A,Identify repositories of unstructured data.,True
854,206,B,Purchase tools to analyze unstructured data.,False
854,206,C,Implement strong encryption for unstructured data.,False
854,206,D,Implement user access controls to unstructured data.,False
855,206,A,"Classifies documents to correctly reflect the level of sensitivity of information they
contain",True
855,206,B,"Defines the conditions under which documents containing sensitive information may be
transmitted",False
855,206,C,Classifies documents in accordance with industry standards and best practices,False
855,206,D,"Ensures documents are handled in accordance With the sensitivity of information they
contain",False
856,206,A,Inform senior management.,False
856,206,B,Reevaluate internal controls.,False
856,206,C,Inform audit management.,True
856,206,D,Re-perform past audits to ensure independence.,False
857,206,A,Data ownership,False
857,206,B,Applicable laws and regulations,True
857,206,C,Business requirements and data flows,False
857,206,D,End-user access rights,False
858,206,A,Implementing an awareness plan regarding compliance regulation requirements,False
858,206,B,"Implementing a governance, risk, and compliance (GRC) tool to track compliance to
regulations",False
858,206,C,Assessing and tracking all compliance audit findings,True
858,206,D,Monitoring which compliance regulations apply to the organization,False
859,206,A,"Report that the changes make it impractical to determine whether the risks have been
addressed.",False
859,206,B,Accept management's assertion and report that the risks have been addressed.,True
859,206,C,Determine whether the changes have introduced new risks that need to be addressed.,False
859,206,D,Review the changes and determine whether the risks have been addressed.,False
860,206,A,Perform data recovery.,False
860,206,B,Arrange for a secondary site.,False
860,206,C,Analyze risk.,False
860,206,D,Activate the call tree.,True
861,206,A,"The ability to deliver continuous, reliable performance",True
861,206,B,A requirement for annual security awareness programs,False
861,206,C,An increase in the number of IT infrastructure servers,False
861,206,D,A decrease in the number of information security incidents,False
862,206,A,Legacy data has not been purged.,False
862,206,B,Admin account passwords are not set to expire.,True
862,206,C,Default settings have not been changed.,False
862,206,D,Database activity logging is not complete.,False
863,206,A,To test the intrusion detection system (IDS),False
863,206,B,To provide training to security managers,False
863,206,C,To collect digital evidence of cyberattacks,False
863,206,D,To attract attackers in order to study their behavior,True
864,206,A,Audit risk,False
864,206,B,Consideration of risks,True
864,206,C,Assessment of prior audits,False
864,206,D,Business strategy,False
865,206,A,Risk acceptance,True
865,206,B,Risk mitigation,False
865,206,C,Risk transference,False
865,206,D,Risk reduction,False
866,206,A,Computer-assisted technique,True
866,206,B,Stratified sampling,False
866,206,C,Statistical sampling,False
866,206,D,Process walk-through,False
867,206,A,Purchase requisitions and purchase orders,False
867,206,B,Invoices and reconciliations,False
867,206,C,Vendor selection and statements of work,False
867,206,D,Good receipts and payments,True
868,206,A,Enterprise architecture (EA),True
868,206,B,Business impact analysis (BIA),False
